Material_Quality,Concrete_Grade,Steel_Grade,Age_of_Building,No_of_Floors,Foundation_Depth,Soil_Type,Seismic_Zone,Load_Bearing_Capacity,Moisture_Exposure,Maintenance_Frequency,Strength,Durability
3,M30,Fe500,30,1,19.7,Loam,II,498,Low,1,67.68,45.81
4,M20,Fe500,21,1,15.9,Rocky,V,338,Medium,5,59.83,48.68
9,M20,Fe500,39,22,15.7,Rocky,III,192,Medium,4,114.33,94.74
9,M25,Fe500,14,10,12.4,Sandy,V,599,High,4,109.19,63.79
9,M40,Fe415,25,2,10.7,Clay,II,204,Low,1,114.14,81.89
4,M25,Fe500,53,22,12.9,Sandy,III,527,High,2,68.36,27.99
9,M30,Fe415,44,5,18.4,Rocky,V,295,Low,3,113.81,79.65
8,M20,Fe415,40,1,6.2,Clay,II,287,High,2,70.0,30.3
3,M40,Fe500,17,9,6.4,Rocky,V,501,Low,5,56.37,52.49
9,M20,Fe500,7,4,16.0,Loam,I,349,Medium,5,114.39,86.8
2,M20,Fe415,44,1,6.4,Rocky,III,446,Medium,2,31.33,18.08
8,M25,Fe500,8,6,7.1,Sandy,I,525,High,5,69.82,34.3
1,M25,Fe415,27,24,17.3,Sandy,III,592,Low,4,52.57,52.53
10,M25,Fe415,56,24,10.6,Clay,V,592,High,5,108.79,67.02
7,M40,Fe415,33,13,13.7,Loam,II,426,Medium,2,110.99,67.41
10,M25,Fe415,5,9,10.3,Rocky,IV,262,Medium,1,105.09,76.78
10,M20,Fe415,18,23,7.4,Clay,IV,568,High,3,102.38,55.04
9,M25,Fe415,30,7,12.7,Loam,III,254,High,5,98.28,58.62
6,M30,Fe415,51,20,10.1,Loam,II,501,Low,0,84.54,51.24
10,M25,Fe500,17,11,16.2,Clay,III,549,Medium,1,120.47,73.13
3,M20,Fe415,19,3,11.5,Clay,III,425,Medium,4,47.75,37.49
4,M20,Fe500,24,16,10.7,Sandy,V,389,Low,3,62.77,62.7
8,M20,Fe415,17,8,17.2,Sandy,II,434,Low,2,111.49,88.86
7,M20,Fe415,6,6,17.1,Loam,III,417,Low,0,84.19,64.35
4,M30,Fe415,44,16,8.5,Loam,I,316,Low,3,84.54,69.99
8,M40,Fe500,36,21,18.5,Rocky,IV,282,Low,2,131.28,99.35
6,M40,Fe500,42,7,8.2,Clay,I,333,Medium,4,89.05,63.31
8,M40,Fe500,6,11,6.8,Sandy,III,458,High,4,96.3,63.69
3,M25,Fe415,59,11,17.3,Loam,III,588,High,0,63.6,26.08
8,M20,Fe415,40,9,10.0,Loam,II,441,Low,1,82.27,66.68
8,M25,Fe500,1,16,7.2,Clay,I,307,Low,3,87.43,65.09
5,M20,Fe415,51,14,10.4,Clay,I,264,High,4,95.64,51.57
9,M40,Fe500,27,11,17.0,Loam,V,488,Low,4,119.66,99.0
10,M40,Fe500,45,2,9.8,Sandy,III,493,Medium,3,129.49,100.1
9,M40,Fe500,27,10,19.1,Rocky,V,502,Low,5,128.8,107.03
7,M30,Fe415,16,16,5.2,Rocky,I,329,High,2,77.34,42.92
8,M30,Fe415,31,15,3.4,Clay,V,234,High,1,80.99,37.07
8,M25,Fe500,52,19,10.5,Loam,I,583,Medium,0,107.06,66.24
5,M25,Fe500,12,10,7.4,Loam,V,531,Low,5,62.11,48.22
8,M40,Fe415,5,4,10.1,Clay,I,319,Low,1,104.28,82.44
9,M25,Fe415,59,1,8.1,Clay,V,328,High,3,78.37,47.9
9,M30,Fe500,50,16,6.1,Sandy,I,448,Low,5,104.15,86.69
5,M30,Fe500,32,8,15.8,Loam,II,470,Low,5,75.86,67.0
5,M30,Fe500,10,4,5.2,Loam,V,351,High,3,67.6,37.47
1,M30,Fe415,43,3,15.1,Rocky,V,344,High,0,38.6,-1.34
9,M40,Fe415,24,14,13.8,Clay,I,326,High,1,124.27,72.22
3,M20,Fe415,3,10,12.3,Loam,III,389,Medium,4,55.35,50.06
6,M30,Fe415,8,16,5.5,Clay,IV,587,High,4,80.29,36.88
4,M40,Fe500,44,18,4.4,Loam,IV,458,Medium,4,77.15,62.2
8,M30,Fe500,20,2,18.0,Rocky,IV,406,Low,4,101.2,87.91
9,M30,Fe415,51,1,12.1,Clay,III,469,High,2,84.73,41.51
9,M25,Fe415,11,15,18.3,Loam,V,327,Low,4,118.07,96.39
10,M25,Fe415,41,6,17.7,Rocky,III,174,High,3,108.28,61.79
10,M25,Fe500,28,19,3.9,Clay,II,547,High,5,102.33,71.28
7,M20,Fe415,1,24,7.4,Loam,II,345,High,4,90.06,56.7
6,M40,Fe500,10,6,3.4,Sandy,IV,418,Low,0,68.34,33.0
10,M30,Fe415,29,17,6.3,Clay,II,530,High,4,119.7,86.66
10,M25,Fe415,49,3,15.0,Loam,III,261,Medium,5,97.08,66.53
3,M25,Fe500,27,2,12.5,Rocky,II,491,High,0,53.97,9.65
3,M20,Fe415,56,2,13.6,Rocky,IV,388,Low,4,39.31,39.8
3,M25,Fe500,30,14,4.1,Sandy,II,568,Low,3,46.85,30.54
9,M40,Fe415,24,16,3.5,Loam,II,406,Medium,3,117.42,79.72
3,M25,Fe500,6,2,7.5,Rocky,I,197,High,2,25.49,0.16
1,M30,Fe500,30,1,16.6,Rocky,III,554,Medium,1,32.11,8.07
4,M30,Fe415,55,1,17.2,Rocky,I,293,High,1,57.75,23.21
4,M30,Fe415,46,5,7.8,Rocky,IV,169,Low,5,51.87,63.36
1,M25,Fe415,46,18,16.8,Rocky,V,405,High,3,39.07,20.53
6,M40,Fe415,11,16,9.6,Sandy,I,165,Medium,3,88.3,69.83
3,M40,Fe500,1,15,16.8,Rocky,I,521,High,2,69.54,28.81
10,M25,Fe500,55,24,12.7,Loam,I,256,Low,0,105.82,79.43
9,M30,Fe500,25,12,8.5,Loam,I,564,Low,1,102.99,75.74
2,M20,Fe500,35,4,12.2,Rocky,I,295,High,3,31.07,17.24
5,M30,Fe415,2,20,11.5,Clay,IV,565,High,2,86.92,54.72
3,M20,Fe415,25,10,3.6,Clay,II,572,High,4,54.13,39.62
8,M40,Fe500,44,24,7.3,Rocky,V,382,Low,2,117.66,77.76
8,M20,Fe500,42,4,13.8,Loam,I,402,Medium,5,87.8,74.7
5,M20,Fe500,13,7,9.7,Loam,II,250,Low,2,52.05,28.42
3,M30,Fe500,3,24,15.2,Loam,II,176,High,4,86.25,55.46
8,M20,Fe500,18,13,6.3,Rocky,I,595,High,3,97.25,70.74
6,M25,Fe415,25,23,18.2,Clay,II,332,Medium,1,97.48,61.64
10,M30,Fe415,28,16,7.7,Sandy,V,346,High,3,123.36,74.4
1,M40,Fe500,30,6,13.9,Clay,II,196,High,0,63.83,29.26
8,M40,Fe415,21,11,6.8,Clay,III,251,Low,4,96.59,85.7
7,M25,Fe500,42,15,14.4,Loam,IV,366,Medium,5,91.8,65.09
10,M25,Fe415,48,11,15.4,Loam,IV,331,High,4,117.77,84.32
7,M30,Fe415,22,4,5.0,Loam,IV,304,Medium,2,75.84,45.02
7,M25,Fe415,55,4,11.7,Rocky,II,470,Medium,2,75.42,44.55
10,M20,Fe500,57,12,14.8,Loam,II,421,Low,1,113.83,84.4
7,M40,Fe500,3,18,13.5,Clay,II,397,Medium,1,116.41,69.88
9,M25,Fe415,15,19,6.9,Loam,IV,486,High,4,91.8,60.85
5,M40,Fe415,20,23,13.3,Loam,IV,319,Medium,2,94.48,66.17
8,M25,Fe415,49,1,13.0,Loam,V,588,High,0,99.23,46.28
10,M20,Fe415,10,13,7.5,Sandy,I,319,Low,0,96.26,57.69
8,M40,Fe500,15,2,7.4,Loam,IV,470,Low,1,99.34,75.83
10,M25,Fe415,57,13,17.3,Loam,IV,448,Low,3,106.91,86.01
4,M30,Fe500,6,5,11.5,Clay,V,520,High,5,61.09,45.47
1,M30,Fe415,29,16,11.6,Clay,III,573,Medium,5,46.66,42.53
8,M20,Fe415,8,8,18.2,Clay,IV,296,Low,2,109.33,79.33
7,M40,Fe415,30,22,10.6,Sandy,III,353,Medium,3,104.97,74.7
4,M20,Fe500,31,9,3.9,Sandy,III,529,High,1,45.62,13.5
9,M20,Fe500,58,17,5.3,Sandy,I,540,High,5,94.32,68.25
4,M40,Fe500,42,15,14.1,Rocky,III,422,Medium,5,98.18,71.83
7,M20,Fe500,48,23,13.5,Rocky,V,360,Low,3,98.7,81.42
5,M20,Fe500,31,4,18.5,Rocky,IV,311,High,5,62.15,39.72
2,M20,Fe415,11,3,16.0,Loam,II,402,Medium,3,29.55,20.34
5,M40,Fe500,24,23,18.5,Sandy,V,514,Medium,1,102.2,63.5
9,M30,Fe415,55,19,16.8,Rocky,I,321,Low,4,112.34,84.97
9,M25,Fe500,13,18,7.9,Rocky,I,346,Medium,4,102.37,68.74
1,M40,Fe500,5,24,15.0,Rocky,III,463,Medium,5,68.61,65.31
2,M20,Fe415,53,5,11.7,Rocky,II,402,Low,4,40.07,31.19
3,M20,Fe415,27,23,14.3,Sandy,I,374,Medium,3,66.58,43.57
10,M40,Fe415,34,17,6.0,Rocky,III,518,Low,1,127.21,90.14
8,M40,Fe415,33,20,14.7,Rocky,V,534,High,5,105.08,73.06
5,M40,Fe500,54,1,3.0,Rocky,II,399,Medium,3,62.58,40.32
1,M25,Fe500,42,24,12.9,Loam,II,564,High,5,50.71,29.6
10,M40,Fe415,50,13,13.2,Sandy,V,457,Medium,2,123.88,80.0
2,M25,Fe415,16,11,13.2,Clay,III,460,Low,1,44.1,43.73
6,M20,Fe500,11,7,17.6,Sandy,II,338,Low,1,80.91,63.36
10,M30,Fe415,10,12,15.6,Rocky,I,590,Low,5,118.82,105.81
4,M30,Fe500,17,14,9.2,Sandy,V,432,High,5,80.48,49.36
10,M40,Fe415,22,13,20.0,Sandy,IV,451,Low,1,150.88,109.2
8,M30,Fe415,28,22,18.1,Loam,V,245,High,5,109.82,68.65
5,M40,Fe500,12,6,19.6,Rocky,I,464,High,1,72.79,41.08
9,M25,Fe415,38,11,8.0,Sandy,V,469,High,2,97.97,53.61
7,M25,Fe415,10,23,7.7,Clay,I,172,Medium,1,79.06,43.79
9,M40,Fe500,34,8,3.5,Clay,V,577,Medium,2,98.35,72.56
8,M20,Fe500,49,5,13.0,Loam,V,497,Low,3,84.18,73.7
7,M30,Fe500,44,16,17.3,Clay,III,560,High,2,104.23,57.94
9,M30,Fe500,24,6,19.6,Clay,II,171,Low,3,117.78,95.24
7,M25,Fe415,26,5,16.0,Clay,I,277,Medium,1,86.98,53.21
7,M25,Fe415,57,10,7.2,Clay,I,571,High,1,82.59,36.28
2,M25,Fe500,23,4,3.0,Clay,IV,504,High,2,23.14,-0.31
9,M20,Fe500,11,15,6.4,Loam,III,507,Low,2,92.51,71.87
5,M20,Fe415,2,15,8.3,Rocky,IV,471,Low,5,67.81,61.53
6,M20,Fe415,40,17,15.8,Loam,I,484,High,2,84.5,44.07
10,M25,Fe500,25,2,16.0,Loam,I,596,Medium,4,107.1,84.71
3,M20,Fe500,25,20,11.9,Clay,II,217,High,5,52.06,34.0
8,M20,Fe500,1,13,3.7,Sandy,II,175,Low,4,89.77,64.12
3,M40,Fe500,18,18,13.1,Loam,IV,350,Medium,2,69.44,41.94
7,M40,Fe415,53,8,5.0,Loam,IV,198,Low,4,95.12,68.7
3,M25,Fe500,39,2,10.9,Clay,I,479,Medium,3,47.47,33.87
6,M20,Fe500,49,14,6.4,Loam,I,375,Medium,4,74.09,61.73
2,M25,Fe415,8,6,11.1,Sandy,III,351,Medium,5,29.84,23.47
7,M25,Fe415,39,23,15.2,Clay,III,537,High,1,90.77,51.7
5,M40,Fe500,13,15,9.1,Clay,I,333,Medium,0,75.81,54.02
6,M30,Fe500,41,23,12.0,Rocky,IV,258,Low,4,81.68,74.78
9,M20,Fe500,46,17,13.0,Loam,III,262,Medium,2,95.22,64.46
7,M40,Fe415,16,11,19.2,Sandy,II,259,Low,4,102.44,86.12
9,M25,Fe415,35,21,18.0,Loam,V,395,Low,5,113.23,99.56
9,M30,Fe415,34,1,3.1,Rocky,V,346,High,1,69.87,23.57
9,M25,Fe500,43,18,12.7,Sandy,V,285,High,0,98.64,59.19
1,M30,Fe415,16,6,8.4,Sandy,V,528,Medium,5,46.85,42.73
4,M30,Fe415,32,18,12.2,Rocky,V,209,High,0,82.88,38.27
9,M20,Fe500,3,13,13.7,Sandy,IV,455,Medium,3,105.13,74.79
1,M25,Fe415,42,16,7.9,Rocky,III,248,Medium,3,32.21,23.67
5,M40,Fe415,25,21,13.4,Sandy,V,252,Medium,5,100.53,66.84
2,M40,Fe415,18,14,13.5,Sandy,V,268,Low,5,65.61,58.0
9,M30,Fe500,6,12,5.4,Sandy,I,432,High,1,96.8,47.93
8,M25,Fe500,22,2,17.3,Clay,IV,451,High,3,83.43,59.47
6,M20,Fe415,47,6,17.7,Clay,V,178,High,0,64.94,15.23
10,M40,Fe500,19,2,10.4,Sandy,V,452,Low,4,119.6,107.97
3,M30,Fe415,35,4,7.0,Loam,V,383,Low,2,50.52,42.42
5,M40,Fe415,5,8,3.8,Clay,V,346,High,5,67.36,42.13
8,M25,Fe500,10,17,4.5,Rocky,III,210,Medium,1,85.18,47.0
7,M40,Fe415,22,12,5.5,Rocky,I,484,Medium,2,96.09,67.09
8,M30,Fe500,43,23,10.6,Sandy,II,404,Medium,2,105.58,57.99
4,M30,Fe415,12,16,12.9,Sandy,V,297,High,1,68.94,29.11
10,M40,Fe415,42,6,6.9,Clay,V,520,High,2,100.25,48.14
3,M25,Fe500,46,24,9.2,Loam,I,500,Low,2,55.58,42.48
7,M30,Fe500,11,11,8.7,Sandy,IV,171,High,2,102.52,53.42
3,M40,Fe500,37,14,9.3,Clay,IV,301,High,4,64.78,35.67
3,M20,Fe500,48,24,7.0,Sandy,I,162,Medium,2,49.9,21.03
1,M40,Fe500,35,16,4.2,Rocky,III,525,High,5,42.68,27.13
8,M30,Fe415,14,8,14.4,Rocky,III,433,High,4,97.22,70.14
8,M40,Fe415,41,10,4.6,Loam,V,326,Low,2,96.01,73.84
7,M20,Fe415,24,9,16.5,Sandy,I,535,Medium,1,78.62,49.89
6,M20,Fe500,57,13,18.7,Clay,IV,589,Low,2,91.52,67.41
4,M30,Fe500,17,1,3.4,Rocky,IV,175,High,4,48.38,22.97
10,M40,Fe415,44,23,10.5,Clay,IV,517,Low,5,133.11,106.21
6,M30,Fe415,56,14,14.1,Clay,III,173,Low,5,96.2,84.1
2,M20,Fe500,12,12,8.4,Rocky,I,337,Medium,1,37.25,22.65
10,M30,Fe500,25,8,12.2,Clay,IV,333,Low,0,102.59,72.29
2,M20,Fe415,7,18,3.2,Sandy,V,482,Low,1,47.65,37.32
8,M25,Fe500,33,19,7.4,Rocky,I,213,Medium,2,88.11,57.24
4,M25,Fe415,39,2,4.4,Loam,II,287,Low,4,37.33,43.93
6,M30,Fe500,20,17,7.7,Rocky,III,437,Medium,4,76.86,62.21
6,M20,Fe415,25,9,15.4,Clay,III,289,High,4,87.21,45.04
2,M25,Fe415,7,5,11.1,Sandy,V,314,Low,0,42.2,24.43
9,M40,Fe500,14,11,12.5,Clay,IV,192,High,1,122.81,59.38
9,M25,Fe415,3,4,6.1,Clay,III,499,Medium,1,76.88,49.98
9,M30,Fe500,28,19,3.3,Loam,III,338,High,3,100.08,54.79
8,M30,Fe500,12,2,18.2,Sandy,V,492,High,1,107.74,54.16
9,M20,Fe415,3,9,5.0,Loam,V,499,High,1,80.45,34.57
2,M20,Fe500,25,15,16.8,Loam,IV,239,Low,1,59.93,52.49
2,M40,Fe500,20,24,3.8,Clay,III,151,High,3,53.41,29.66
9,M40,Fe500,16,5,3.5,Clay,V,431,Low,0,111.46,85.12
1,M40,Fe500,40,6,16.8,Clay,II,486,Medium,4,64.92,41.2
8,M25,Fe415,6,17,12.8,Sandy,V,384,Medium,5,104.04,73.88
6,M30,Fe500,17,14,14.9,Loam,I,482,Medium,2,85.5,62.99
1,M25,Fe500,9,21,4.3,Rocky,III,307,Low,4,35.52,26.49
5,M25,Fe500,14,12,18.5,Loam,II,496,High,2,69.58,51.17
8,M40,Fe415,7,11,11.9,Sandy,III,200,Medium,2,105.72,62.64
1,M20,Fe500,5,20,8.5,Clay,V,225,Low,2,50.14,41.23
4,M40,Fe500,14,7,9.4,Sandy,II,460,Low,1,74.31,52.01
7,M20,Fe500,9,17,10.4,Loam,II,465,High,0,92.79,39.55
4,M40,Fe415,46,2,13.0,Rocky,II,215,High,5,68.6,35.48
7,M25,Fe415,7,21,17.4,Rocky,I,581,Medium,3,102.32,82.06
8,M40,Fe415,41,15,15.3,Loam,I,496,Low,3,126.87,99.09
3,M25,Fe415,7,20,11.5,Sandy,III,350,Low,4,61.18,57.41
7,M40,Fe415,54,9,11.4,Rocky,V,253,High,0,112.51,65.9
6,M25,Fe500,25,2,5.6,Sandy,IV,393,High,1,54.5,19.45
7,M30,Fe415,55,2,9.0,Loam,II,294,Low,5,83.97,80.19
4,M20,Fe415,18,16,15.5,Clay,II,358,Low,2,84.66,49.2
3,M20,Fe415,33,7,4.0,Rocky,III,297,High,1,39.77,8.37
7,M25,Fe415,12,23,4.6,Loam,II,544,Medium,5,78.38,67.1
1,M40,Fe415,2,4,18.2,Rocky,II,227,Medium,3,54.92,43.36
5,M40,Fe415,55,19,7.8,Loam,I,573,High,1,89.06,56.03
10,M20,Fe415,41,12,15.6,Loam,III,597,Medium,4,125.03,92.05
3,M20,Fe500,44,5,18.5,Clay,V,242,Low,2,51.51,33.59
8,M30,Fe500,11,1,14.2,Clay,I,585,High,4,104.6,69.0
2,M20,Fe415,54,2,12.3,Sandy,V,209,Medium,2,38.95,27.64
6,M20,Fe415,51,3,15.1,Sandy,II,367,Low,0,86.34,61.11
7,M40,Fe500,19,14,14.7,Loam,I,232,High,2,120.48,69.8
4,M20,Fe500,19,4,13.2,Sandy,II,306,Medium,5,37.78,31.49
10,M40,Fe500,47,23,8.8,Loam,IV,408,Medium,3,136.66,90.92
8,M30,Fe415,24,18,9.4,Clay,III,223,Low,1,97.12,74.17
3,M25,Fe500,27,22,17.8,Sandy,III,169,High,4,63.36,36.96
4,M20,Fe500,44,18,11.8,Sandy,V,398,Medium,1,71.41,36.84
4,M25,Fe415,2,18,13.5,Clay,IV,280,Medium,1,55.55,37.8
10,M30,Fe415,35,3,5.7,Sandy,IV,373,Low,3,93.14,67.56
3,M20,Fe415,55,1,3.4,Clay,IV,200,High,2,29.98,11.54
7,M30,Fe500,33,10,18.5,Sandy,IV,558,Medium,4,97.17,77.92
8,M30,Fe415,57,18,11.3,Sandy,III,439,High,3,98.57,61.56
10,M40,Fe415,22,4,15.6,Loam,IV,330,Medium,5,124.18,84.15
5,M25,Fe500,39,14,3.0,Sandy,III,191,Medium,3,54.01,39.86
1,M40,Fe415,14,21,14.5,Rocky,III,432,High,0,71.81,31.02
7,M40,Fe415,2,17,16.2,Sandy,I,566,Medium,2,105.19,71.82
5,M20,Fe415,2,19,4.4,Loam,III,598,Medium,1,72.63,39.53
5,M25,Fe500,36,17,19.8,Loam,V,578,Medium,2,92.43,61.66
8,M25,Fe415,18,13,3.0,Clay,II,337,High,0,98.2,46.96
4,M20,Fe500,59,11,19.1,Sandy,IV,542,Medium,4,62.79,41.14
10,M25,Fe500,2,22,8.3,Clay,I,515,Medium,4,111.19,81.02
7,M20,Fe500,6,10,8.2,Rocky,III,581,Medium,1,55.45,28.86
10,M25,Fe500,44,24,5.9,Clay,I,157,Medium,0,124.27,76.77
1,M25,Fe415,54,7,12.0,Clay,III,270,Medium,5,30.63,31.31
8,M25,Fe500,55,4,13.5,Rocky,V,354,High,2,75.02,39.07
6,M20,Fe500,22,12,11.5,Loam,I,230,Low,0,74.04,60.77
5,M20,Fe500,45,23,14.7,Sandy,II,313,Low,3,80.93,63.13
1,M20,Fe415,12,11,12.5,Loam,I,476,Medium,1,42.22,25.28
4,M40,Fe415,43,9,14.1,Sandy,IV,537,High,0,83.99,34.78
7,M25,Fe500,51,12,13.5,Clay,III,214,Medium,2,97.27,66.59
4,M20,Fe415,8,10,11.0,Sandy,III,344,Medium,4,56.96,43.02
3,M40,Fe500,25,11,15.8,Loam,IV,413,Medium,5,79.26,56.34
9,M30,Fe500,20,9,18.2,Sandy,II,383,Low,1,115.02,93.33
9,M20,Fe415,49,15,19.8,Rocky,IV,484,High,1,110.31,53.83
3,M40,Fe415,11,23,8.0,Sandy,II,446,Medium,4,82.69,64.39
2,M30,Fe415,38,22,8.5,Loam,II,320,Low,2,43.61,37.02
10,M25,Fe500,56,5,16.4,Loam,III,536,High,5,117.02,81.46
4,M25,Fe500,48,6,15.2,Rocky,III,182,Low,5,61.97,62.16
9,M30,Fe500,16,19,4.3,Clay,I,294,Medium,2,100.82,66.23
1,M40,Fe415,3,23,5.0,Sandy,IV,520,Low,0,57.58,46.63
10,M25,Fe415,9,20,14.6,Clay,IV,256,Low,3,121.8,103.69
6,M40,Fe415,29,7,17.4,Sandy,II,588,Low,5,102.6,76.98
9,M20,Fe415,7,16,7.6,Sandy,IV,294,Medium,0,100.94,69.19
4,M30,Fe415,26,6,19.6,Clay,V,375,Medium,2,63.11,44.72
2,M30,Fe500,42,22,15.0,Rocky,II,282,Low,2,56.54,37.0
10,M25,Fe415,41,6,11.3,Loam,III,346,Low,2,95.52,73.16
2,M40,Fe500,8,14,14.1,Rocky,II,485,Medium,4,62.05,49.15
6,M40,Fe500,1,21,16.8,Clay,II,405,Medium,1,111.77,71.52
1,M20,Fe415,49,3,4.5,Loam,V,487,Medium,1,16.14,3.45
4,M40,Fe500,57,15,7.7,Clay,I,466,Low,0,66.44,39.06
3,M25,Fe500,59,16,14.6,Sandy,II,562,Medium,3,49.09,29.67
10,M20,Fe500,42,17,7.6,Loam,III,190,High,5,99.81,62.55
10,M20,Fe500,21,18,15.1,Sandy,II,214,Medium,1,112.58,78.37
3,M40,Fe500,6,9,9.8,Rocky,III,363,Medium,5,67.71,59.49
4,M25,Fe415,51,4,16.8,Rocky,III,211,Low,4,51.65,52.87
6,M40,Fe415,59,7,19.5,Clay,IV,595,Low,4,94.77,80.94
2,M30,Fe500,28,1,8.3,Loam,III,315,High,1,40.22,22.18
1,M30,Fe500,48,15,4.5,Loam,IV,431,Low,2,30.53,35.75
4,M25,Fe500,19,3,4.7,Loam,I,365,Low,5,31.54,47.0
8,M20,Fe415,49,6,10.0,Sandy,III,188,Medium,1,78.43,54.48
10,M40,Fe500,36,19,16.2,Rocky,IV,595,Low,5,125.36,92.45
4,M40,Fe500,9,18,16.6,Rocky,II,508,Low,3,88.83,64.88
10,M25,Fe500,44,23,10.6,Sandy,II,179,High,0,128.06,58.98
9,M40,Fe500,19,8,10.2,Sandy,I,455,Medium,2,97.84,60.98
10,M40,Fe500,50,22,4.3,Rocky,V,183,High,1,136.9,74.13
6,M25,Fe415,54,4,6.5,Loam,I,441,Low,0,68.32,58.47
8,M25,Fe500,44,23,18.1,Clay,IV,305,Low,0,107.61,74.47
3,M20,Fe415,27,1,18.0,Clay,IV,409,High,4,53.62,32.66
5,M25,Fe415,52,5,9.5,Rocky,II,171,Low,3,64.04,58.98
3,M30,Fe500,5,7,6.5,Loam,I,523,High,4,54.5,28.34
3,M20,Fe500,1,13,12.0,Sandy,V,354,Medium,1,60.76,39.69
9,M30,Fe415,59,11,5.6,Clay,V,163,High,2,104.84,63.71
8,M20,Fe500,32,20,4.3,Clay,II,380,Medium,0,89.37,49.49
7,M20,Fe415,47,24,5.9,Loam,IV,217,Low,1,70.7,43.35
9,M20,Fe415,11,6,11.3,Rocky,IV,365,Medium,4,96.17,72.95
5,M30,Fe500,54,18,4.0,Rocky,V,458,Medium,4,80.07,62.62
5,M40,Fe500,13,13,11.2,Loam,III,339,Medium,3,98.36,64.33
3,M25,Fe500,33,9,17.2,Clay,III,557,High,4,47.57,21.84
5,M25,Fe415,26,2,4.3,Loam,II,164,Low,4,57.37,49.47
3,M40,Fe415,31,4,18.9,Clay,V,167,Low,3,71.69,65.84
10,M40,Fe415,21,11,9.0,Clay,IV,431,Medium,3,118.74,85.69
1,M20,Fe415,14,17,15.2,Loam,III,437,Medium,2,45.59,37.61
4,M25,Fe415,21,8,6.9,Sandy,II,469,Low,0,52.28,40.9
7,M40,Fe500,13,15,5.5,Rocky,I,361,Low,3,91.66,68.0
6,M30,Fe415,45,19,6.4,Sandy,V,495,Low,1,93.6,68.19
5,M30,Fe500,51,5,7.6,Sandy,V,529,Low,3,46.59,38.34
2,M40,Fe415,27,16,16.1,Sandy,III,523,Medium,3,73.73,43.79
8,M20,Fe500,35,16,13.2,Loam,I,219,Medium,3,97.82,68.9
5,M20,Fe500,12,6,5.9,Rocky,IV,502,High,4,59.91,41.34
8,M40,Fe415,33,7,8.7,Loam,V,529,Medium,5,99.31,86.03
3,M20,Fe500,56,23,11.2,Clay,III,429,High,3,61.76,41.5
2,M20,Fe415,56,14,13.6,Rocky,IV,430,High,5,32.91,22.79
8,M30,Fe500,51,24,11.2,Sandy,V,304,High,4,101.23,60.53
6,M40,Fe500,38,4,3.9,Clay,III,343,Medium,2,74.09,52.69
1,M40,Fe500,37,14,4.5,Sandy,I,415,Medium,2,47.3,21.62
5,M25,Fe500,14,19,19.4,Rocky,V,504,Low,3,86.08,62.75
2,M25,Fe500,43,11,17.8,Loam,III,423,Medium,4,64.29,38.81
5,M40,Fe500,10,6,17.4,Sandy,III,229,High,2,92.29,49.45
4,M20,Fe500,9,21,18.1,Clay,V,481,High,3,87.93,51.35
4,M40,Fe415,33,10,11.4,Rocky,III,510,Medium,1,82.21,47.27
8,M40,Fe415,50,21,11.0,Clay,IV,197,Low,1,110.24,83.37
7,M20,Fe500,3,22,10.3,Rocky,IV,367,High,2,78.29,41.06
5,M30,Fe415,4,22,6.3,Rocky,V,203,Medium,0,77.01,48.02
8,M40,Fe500,51,19,10.7,Clay,IV,535,Medium,3,118.68,79.4
1,M25,Fe500,2,1,6.1,Rocky,II,206,Low,5,14.73,20.53
8,M25,Fe415,38,23,8.0,Loam,V,181,High,0,92.45,41.92
1,M30,Fe500,23,12,9.1,Clay,III,182,Low,3,38.55,29.62
8,M25,Fe500,51,2,15.0,Rocky,I,333,Low,2,77.57,61.74
4,M20,Fe415,22,19,12.2,Loam,II,334,High,4,61.03,37.62
5,M25,Fe415,48,11,3.5,Sandy,II,181,High,3,48.87,27.47
8,M25,Fe500,51,24,5.2,Clay,V,380,Medium,3,85.12,62.46
5,M30,Fe500,50,23,19.7,Clay,III,477,High,5,97.22,74.87
7,M40,Fe415,21,3,9.7,Sandy,II,471,Low,2,88.85,66.86
4,M25,Fe415,16,1,6.7,Rocky,I,242,High,0,56.55,15.32
9,M40,Fe500,26,17,7.5,Rocky,II,294,Medium,5,116.23,95.14
9,M25,Fe415,27,1,13.2,Clay,IV,586,Low,4,82.15,77.62
10,M30,Fe415,40,9,18.9,Rocky,V,422,High,0,153.29,100.11
8,M30,Fe500,44,11,3.5,Clay,II,262,Medium,1,82.37,40.34
5,M25,Fe500,11,3,18.1,Clay,IV,373,High,0,68.5,18.42
8,M25,Fe500,8,3,19.7,Sandy,II,580,High,3,101.31,61.48
3,M25,Fe415,47,13,8.3,Rocky,III,573,Medium,4,54.88,34.5
1,M30,Fe415,1,18,16.9,Loam,II,342,Low,4,53.18,57.36
9,M20,Fe500,25,6,9.7,Clay,III,233,High,1,94.38,46.54
6,M20,Fe415,45,7,7.9,Sandy,II,246,High,1,66.14,28.8
10,M25,Fe500,46,1,16.8,Sandy,V,488,Low,4,95.03,82.74
2,M25,Fe415,45,1,18.7,Clay,V,518,High,3,39.45,10.08
9,M30,Fe500,16,20,4.0,Sandy,III,228,Low,0,109.96,71.19
4,M20,Fe500,24,4,13.7,Sandy,IV,369,High,3,54.37,36.31
3,M20,Fe500,55,18,14.6,Loam,III,301,Medium,2,51.53,38.85
